id,file_path,resolved_path,label,predicted_label,confidence,split,source,annotator,file_exists,image_opened,image_error,uncertainty_score,entropy,class_deficit_score,width,height,blur_score,brightness,contrast,resolution_score,corrupted_file,quality_score,quality_reasons,phash,duplicate_score,duplicate_group_id,duplicate_neighbor_id,duplicate_distance,label_error_probability,object_utility_score,final_score,status,reasons,recommendation,dataset_readiness_score,prob_butterfly,prob_cat,prob_chicken,prob_cow,prob_dog,prob_elephant,prob_horse,prob_sheep,prob_spider,prob_squirrel
1,butterfly_000001.jpeg,data/demo/images/butterfly_000001.jpeg,butterfly,butterfly,0.918,train,animals10,ann_4,True,True,,0.08199999999999996,0.20142556419287463,0.024193548387096774,300,209,2653.8591981957575,137.55937799043062,57.29623877918596,0.7,False,1.0,,fe244d4e9e385784,0.0,,,,0.0,0.17943870967741934,0.17943870967741934,ok,,keep,96.94892361111111,0.918,0.009111111111111106,0.009111111111111106,0.009111111111111106,0.009111111111111106,0.009111111111111106,0.009111111111111106,0.009111111111111106,0.009111111111111106,0.009111111111111106
2,butterfly_000002.jpeg,data/demo/images/butterfly_000002.jpeg,butterfly,butterfly,0.972,train,animals10,ann_1,True,True,,0.028000000000000025,0.08218675153543593,0.024193548387096774,241,300,550.1449563165617,87.97430152143845,34.48078588817959,0.7,False,1.0,,e152e4ba9de66390,0.0,,,,0.0,0.16323870967741935,0.16323870967741935,ok,,keep,96.94892361111111,0.972,0.003111111111111114,0.003111111111111114,0.003111111111111114,0.003111111111111114,0.003111111111111114,0.003111111111111114,0.003111111111111114,0.003111111111111114,0.003111111111111114
3,butterfly_000003.jpeg,data/demo/images/butterfly_000003.jpeg,butterfly,butterfly,0.902,train,animals10,ann_2,True,True,,0.09799999999999998,0.2327793093014132,0.024193548387096774,300,300,6135.201266443333,209.42556666666667,75.37247857371784,1.0,False,1.0,,eb4cc2f21c37c4e4,0.0,,,,0.0,0.18423870967741934,0.18423870967741934,ok,,keep,96.94892361111111,0.902,0.010888888888888885,0.010888888888888885,0.010888888888888885,0.010888888888888885,0.010888888888888885,0.010888888888888885,0.010888888888888885,0.010888888888888885,0.010888888888888885
4,butterfly_000004.jpeg,data/demo/images/butterfly_000004.jpeg,butterfly,butterfly,0.917,train,animals10,ann_4,True,True,,0.08299999999999996,0.20342596146389583,0.024193548387096774,300,200,1141.9674840530554,80.6935,49.18711373672987,0.7,False,1.0,,e31a61db99b53864,0.0,,,,0.0,0.17973870967741934,0.17973870967741934,ok,,keep,96.94892361111111,0.917,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218
5,butterfly_000005.jpeg,data/demo/images/butterfly_000005.jpeg,chicken,butterfly,0.923,train,animals10,ann_3,True,True,,0.07699999999999996,0.19133571299868538,0.04838709677419355,300,188,4797.555814697136,148.76471631205675,62.001234514342535,0.7,False,1.0,,abc2f00dd2349fe1,0.0,,,,0.923,0.4135274193548387,0.4135274193548387,suspected_label_error,model_disagreement;suspected_label_error,recheck_label,96.94892361111111,0.923,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555
6,butterfly_000006.jpeg,data/demo/images/butterfly_000006.jpeg,butterfly,butterfly,0.917,train,animals10,ann_4,True,True,,0.08299999999999996,0.20342596146389583,0.024193548387096774,300,217,7496.803283262664,152.2951920122888,91.3954242196025,0.7,False,1.0,,da4592e2b679b429,0.0,,,,0.0,0.17973870967741934,0.17973870967741934,ok,,keep,96.94892361111111,0.917,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218,0.009222222222222218
7,butterfly_000007.jpeg,data/demo/images/butterfly_000007.jpeg,butterfly,butterfly,0.942,train,animals10,ann_2,True,True,,0.05800000000000005,0.15151128714699563,0.024193548387096774,300,219,608.6817474021717,123.61538812785388,35.97848888918072,0.7,False,1.0,,d9306485537e4cee,0.0,,,,0.0,0.17223870967741936,0.17223870967741936,ok,,keep,96.94892361111111,0.942,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506,0.0064444444444444506
8,butterfly_000008.jpeg,data/demo/images/butterfly_000008.jpeg,butterfly,butterfly,0.924,train,animals10,ann_2,True,True,,0.07599999999999996,0.1892996919537253,0.024193548387096774,213,300,6536.198653186096,201.15596244131456,70.25809758779315,0.7,False,1.0,,ee3e34c1d9c1c193,0.0,,,,0.0,0.17763870967741935,0.17763870967741935,ok,,keep,96.94892361111111,0.924,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444
9,butterfly_000009.jpg,data/demo/images/butterfly_000009.jpg,butterfly,chicken,0.565,train,animals10,ann_4,True,True,,0.43500000000000005,0.7124452874699114,0.024193548387096774,640,426,779.3555175548647,102.79839715375587,57.35758637966387,1.0,False,1.0,,c10d2c7b3c3e7ae0,0.0,,,,0.5166666666666666,0.414505376344086,0.414505376344086,suspected_label_error,model_disagreement;suspected_label_error;high_entropy,recheck_label,96.94892361111111,0.04833333333333334,0.04833333333333334,0.565,0.04833333333333334,0.04833333333333334,0.04833333333333334,0.04833333333333334,0.04833333333333334,0.04833333333333334,0.04833333333333334
10,butterfly_000010.png,data/demo/images/butterfly_000010.png,butterfly,dog,0.612,train,animals10,ann_2,True,True,,0.388,0.6602875094358773,0.024193548387096774,640,378,9988.252182539683,39.44785466269841,73.89028789551296,1.0,False,1.0,,c6f12d1b0e9d194e,0.0,,,,0.5688888888888889,0.4134609318996415,0.4134609318996415,suspected_label_error,model_disagreement;suspected_label_error;high_entropy,recheck_label,96.94892361111111,0.043111111111111114,0.043111111111111114,0.043111111111111114,0.043111111111111114,0.612,0.043111111111111114,0.043111111111111114,0.043111111111111114,0.043111111111111114,0.043111111111111114
